,index,neg,neu,pos,compound,review,sentiment_category
305,305,0.151,0.821,0.028,-0.9643, Flight left on time and arrived over half an hour earlier than scheduled thanks to strong tail winds The flight was full but no catering had been loaded for economy passenger at Heathrow so for 3 and a half hours we only had a small bottle of water and a small packet of corn snacks Nothing at all available to even buy to eat Worse than a lowcost carrier experience in this sense One of the light panels overhead the seats towards the back of the plan was broken and loose and just hanging above the unfortunate passengers head for the whole flight poor maintenance of cabin I would choose another airline on this route in the future as one of their competitors offers full meal service on this route even in the economy cabin,Very Negative
303,303,0.101,0.837,0.062,-0.8462, My son and I flew to Geneva last Sunday for a skiing holiday in Les Arc The flight was cancelled moments prior to boarding and we were transferred to a flight departing three and a half hours later that then got delayed by a further three hours They didnt load any food on to the plane and forgot to load the baggage for all the business class passengers who had been on the earlier flight Problems happen its a complex operation What is totally unacceptable is the service one receives when there is a problem The offshore call centres are unhelpful and obstructive wanting to fob off issues by getting the customer to call special help lines that merely refer one to a webpage and then cut off The web pages are often unable to give information as they are not updated and often refuse to update your inputs at this time please try again later There is no access to people that are willing to help empowered to help or actually move a situation forwards in any way Weve been sitting in a hotel waiting for the bag to arrive for two and a half days unable to ski due to our entire wardrobes being in the cases The outdated luggage tracking system had the suitacase in Geneva 2 days ago where it sat with noone willing to step up and get it delivered What an incredibly heartless and incompetent company ,Very Negative
300,300,0.158,0.812,0.031,-0.943,    As always when I fly BA it was a total shambles I was booked Manchester  London  Madrid  BA first leg and Iberia 2nd I try wherever possible to avoid BA however the Manchester  London was late however I ran for my IB flight and got to B gates just as boarding started being Group 1 I went to board and the gate sounded an alarm BA had removed me from the IB flight to a BA flight 3 hours later As BA had reissued the ticket IB could not put me back on the flight so 3 hours wasted because of BA’s total incompetence This airline is a total disgrace the crew were not nice typical BA crew oh im so fabulous I dont need to be nice to paying passengers club europe cramped and terrible food ,Very Negative
299,299,0.143,0.845,0.012,-0.9313,     Chaos at Terminal 5 with BA cancellations and delays and staff give different reasons depending on who you ask 9 out 10 answers were lies Sadly BA airport standards at T5 are worse than ever and we are long past being able to use Covid as an excuse As a short haul club Europe trip I expect very little from BA any more and they barely even provide that with cutbacks during Covid that are now permanent If you can find an alternative carrier on the same route choose them rather than BA Sadly on my route BA have a monopoly ,Very Negative
296,296,0.088,0.875,0.036,-0.8793, I flew London to Malaga on 27 August in Club Europe We stood around at Gate B45 in Terminal 5 for over an hour with staff giving very different reasons for the delay late inbound aircraft etc  but the plane we boarded had been sitting there for more than an hour After boarding the captain stated that because they had changed planes there would be no meals served This is Club Europe and we received one small packet of crisps throughout the flight No effort to apologise We smelt the hot meal for pilots being heated and then saw it being served to them on a Club Europe meal tray Cabin crew also had warmed pastries  and were very quick to use air freshener in the front galley while customers received zilch BA sent an email the following morning to say sorry  nothing else What a complete and utter rip off by an airline that is already cutting back on so many things I paid a full Business class fare did not receive any part of the onboard meal service and they expect an email to be sufficient Avoid BA if you have any other option nowadays they are the worst in Europe,Very Negative
293,293,0.142,0.808,0.051,-0.931, British Airways absolutely does not care My reserved seat was change from an aisle to center seat for this overnight full flight and it was quite awful After enquiring at LAX check in the agent said sorry nothing we can do Onboard the flight the attendants seemed to try and finish the meal service at a racing speed with meals trays passed out with no proper questions about choice Then back and clearing trays and they disappeared to rest in the kitchen for hours after that No water runs if you need anything do not bother with the call bell as they simply ignore it I used to like travelling British Airways 1015 years ago but the bean counters have been in and lowered it close to a lowcost carrier I guess staff are badly paid from their terrible attitude and service My last trip to London was with Delta they are so much better than this very poor excuse of an airline that British Air has now become,Very Negative
292,292,0.157,0.758,0.085,-0.9475, Flying A380 business class should be a pleasure but BA has made it a disaster with the worst seating and configuration imaginable How could any sane person could jam so many seats into a limited space and expect passengers to be happy Seats are narrower than economy on some airlines and you must face another person until a plastic screen is raised The Tv screens are the size of a medium sized tablet and the controls are behind your head in a sitting position There is no where to put anything except one small pull out draw at ground level that can not be reached when seated nor accessed when sleeping  The window seats and middle seats are accessed by having to jump over a passenger on an aisle seat and the seats are so low that they are hard for elderly to get out of The whole business class set up is a sick joke Eating is difficult because the seat is not close enough to the table and the tables are so flimsy that drinks can fall off Are there any redeeming features  the answer is no If you like a little comfort avoid BA like the plague,Very Negative
288,288,0.085,0.851,0.064,-0.8095, British Airways has a total lack of respect for its customers I was booked to fly from Frankfurt Main to London City Airport and just a couple of hours before the scheduled departure the flight was suddenly cancelled by BA without explanation when I was already at the airport The worst thing was the utter callousness that staff showed towards customers The ground staff’s attitude was that they are merely third party agents not BA employees and therefore they quickly washed their hands of us all telling us we had to contact BA directly via phone if we wanted help They couldn’t even provide us a phone number telling us to look it up on bacom  So BA abandoned its passengers They did tell us that the BA departure to Heathrow had also been cancelled meaning there would be no further BA flight from Frankfurt to London that day although other airlines were still operating the route but BA refused to rebook us on them The reason given for both cancellations was “technical reasons” No assistance or information was provided on our rights due to cancellation nor any information on help regarding food accommodation help etc Their attitude was literally that the cancellation had nothing to do with them and it was our problem not theirs I received an email an hour later notifying me that I had been automatically rebooked on an alternative flight 24 hours later which wasn’t acceptable as I had to get back to London that night I rang BA’s call centre and again they showed a high degree of callousness 95 of the halfhour call was spent with me waiting on hold with the phone just cutting off after half an hour and no meaningful information given to me by that point There was no attempt by the call operator to call me back when the line cut and I had a solid phone signal and wifi as I was still standing in Terminal 2 of Frankfurt Main airport even though my phone number is listed in my booking contact details They just don’t care In the end I had to arrange my own return to London by taking a coach to Hanh airport which was 112km away  waiting there for 5 hours and then booking an expensive last minute ticket with Ryanair to Stansted At least that flight operated on time and got me back to London BA is worse than a low cost carrier now,Very Negative
285,285,0.203,0.709,0.088,-0.8382,Not    Flight cancelled no crew 9th September 2023 not peak holiday period so why such bad management by BA Sent to the gate left standing of over and hour and then flight cancelled As were other on that day Why does BA continue to provide such poor service  a national disgrace,Very Negative
283,283,0.142,0.811,0.046,-0.9877, My daughter and I were denied boarding on our business class flight from Madrid to Heathrow in March 25 2023 the first leg on our return flight to Victoria Canada No reason was given for the denied boarding by the check in staff at the British Airways counter in Madrid who said they were only agents and told us to call British Airways We were three hours early for the flight and had valid passports After many tries we finally reached British Airways by phone but we were told to call Expedia which had booked the flights Expedia confirmed that we had been bumped from the flight with no explanation as to why Expedia then began a long process of finding alternative flights Over the next 24 hours we had numerous calls with both Expedia and British Airways Incredibly the next available flights were 9 days later on April 3 This was almost unbelievable but after many many tries it was the best we could do Even though these were Business Class tickets Part of the problem was that apparently rules did not allow any changes to routing for any segment of the flight This nine day delay was a major problem for us I had to miss work and my daughter was missing school Further we received no compensation from British Airways no penalty fee and not any reimbursement of our expenses for staying the nine extra days After our return I began the British Airways online complaint process and submitted all supporting documents I received an email reply and a case reference number And then nothing I sent numerous follow up emails and received no replies It is now months later and still I have not heard from British Airways This is shocking and definitely the worst airline service I have received for my thousands of flights over many decades I am a very patient person and this is the first time I have commented on this type of forum I think the public should be made aware of extremely poor customer service at British Airways,Very Negative
278,278,0.106,0.863,0.031,-0.8481,Not    My initial flight was cancelled 8 hours prior the flight Then I was automatically rescheduled for next day Next day the flight was delayed leaving Hamburg and missed my connecting flight to Las Vegas Me and several other passengers spent the night in London British Airways provided us with vouchers but the transfer bus dropped us at the wrong hotel closest to our hotel and told us that we can walk there if we want to As a result I lost two nights hotel reservations that I made in las Vegas I opened a claim and provided all receipts to British Airways to get refund of my hotel reservations but over 5 weeks now not a single feedback from British Airways I will avoid all flights with them in future and will share this story,Very Negative
277,277,0.144,0.773,0.084,-0.9635,Not    Everything was ok until our connecting flight in London just before take off we were on the runway the pilot came on to announce an engine problem After engineers tried to fix it while we waited on the plane for over an hour we were finally told that we would have to be evacuated and rebooked for another flight but not to worry because a special crew was waiting for us on the ground to help us and set us up in a hotel except that there was no one to help us In fact everyone refused to help us It was Saturday almost 8pm and they just wanted to go home Anyone with a connecting flight couldnt rebook on the application because the app wouldnt disassociate our first flight with the connecting one in London and the staff saw this but still refused to help us They gave us a phone number but there was only a message that said just to use the app Finally I got someone on the phone who rebooked us for the next day Now its 1030pm and I have to find a hotel room because the airline refused also to help us with that So i had 2 choices either sleep in the airport or pay over 700GBP for a room I dont have the money to pay for this but after a 10 hour flight 8 hours of jet lag and the insane stress after the fact that no one from British Airways would help us I took the room Of course I claimed reimbursement but that was over 3 weeks ago and I havent heard anything since so I have no idea when or how much Ill be reimbursed even though Im not claiming any emotional compensation from the horrible situation they put me through due to their total indifference Its financially difficult for me right now because the money I had to put out is equal to half my salary and of course its impossible to reach them by phone I feel still as i did on August 26 2023 completely trapped by them and their indifference with no solution or information,Very Negative
276,276,0.151,0.802,0.047,-0.958, I fly British Airways weekly not because I want to but because they own the route there’s no other option therefore they frankly don’t have to care about the customer The flights are always delayed and it’s always someone else’s fault be it weather delays to incoming aircraft or flight traffic control issues I’ve heard it all and for the life of me cannot understand why they are allowed to operate I’ve been around the world and traveled with all of the world’s airlines but British Airways are really the worst of the worst It’s such a shame to have watched what used to be a good company fall down a cliff My advice is if you have an option to fly with anyone else then exercise the option but if you’re flying with different connections and you have a tight schedule do not expect BA to get you to your destination in time,Very Negative
275,275,0.129,0.84,0.03,-0.9747, We started our day with BA in Prague The flight actually left on time I came to find out that’s very unusual We purchased business class seats As you can see from the picture they hardly were business class All they did was block off the middle seat in the first few rows and called it business class Horrible flight In addition I had a really rude rude check in clerk basically yell at me when I excused myself and asked if she could give a little bit of priority to the many business class passengers who weren’t being served Then we got to Heathrow and the real fun began We had a 4 hour delay They gave us about 5 different excuses for the delay I had a few employees walk away while I was asking them questions They were very rude At one point there were no employees left And from the announcements it seems virtually every BA flight was delayed And there were no weather issues There was no place to comfortably store items in business class I’ve never experienced that before Not even a cup holder for my bottle of water The seat controls didn’t work well You had to keep pushing the buttons to get them to do anything The power outlet didn’t work There was no internet the entire flight The overhead luggage bin was too heavy I almost got a hernia having to close it This is a horrible airline I’ll never fly with them again If I could give zero stars I would,Very Negative
274,274,0.066,0.907,0.027,-0.8689,I had a flight from Miami Florida to Dublin Ireland via Londons Heathrow airport The outbound flight from Miami was delayed and we were further delayed when our gate was occupied when we arrived in Heathrow The total delay was roughly an hour but it was enough to make our connection a challenge where we had 73 minutes between original arrival time until the departure time to Dublin When we headed to our connection flight we were stopped by security personnel at a checkpoint and told us that the gate to our connection flight had already closed This was twenty minutes prior to departure time They ushered us to customer service to be rebooked Given the busy weekend of travel we were rebooked on a flight at a different airport and were told that our cost to get there would be reimbursed We then waited 3 hours for our luggage and then took a cab to Londons City Airport The cab fare was roughly 500 When I filed a claim with British Airways they refused the claim and told me that we had plenty of time to make our connecting flight and therefore they denied my claim to be reimbursed for the cab fare This is after I explained that it was British Airways employees who ushered us to rebook the flight despite the 20 minute timeframe to make the connecting flight The person who rebooked us told us it was policy that they close the gate 20 minutes prior to departure I will never fly this awful airline again Given the other feedback on this site it appears that that is the overwhelming sentiment,Very Negative
272,272,0.158,0.831,0.012,-0.983,One of the worst experiences on the worst airline The flight was delayed due to earlier technical issues The time slipped from 1700 to 2000 to 2200 and finally cancelled There was zero information given Despite paying well over the odds for business class we were booted out of the BA lounge two hours before the flight When it was finally cancelled the BA staff Without explanation told everyone to go to a gate After another hour or so they made us re enter the UK via passport control a further 40 minute wait By now the airport was closing and there was no sign of our bags or any help from BA A passing Gatwick engineer finally helped us locate the bags BA completely washed their hands of us and in contravention of CAA rules refused to find us accommodation Many slept in a bus stop overnight There were people with young children who couldn’t find somewhere to stay and yet BA had closed down and left The following day the replacement flight was also late and due to an admin mistake had no catering or liquids for a 2 12 hr flight Overall the service was shockingly bad the worst I have experienced from any airline I will not ever use them again,Very Negative
176,176,0.151,0.802,0.047,-0.958, I fly British Airways weekly not because I want to but because they own the route there’s no other option therefore they frankly don’t have to care about the customer The flights are always delayed and it’s always someone else’s fault be it weather delays to incoming aircraft or flight traffic control issues I’ve heard it all and for the life of me cannot understand why they are allowed to operate I’ve been around the world and traveled with all of the world’s airlines but British Airways are really the worst of the worst It’s such a shame to have watched what used to be a good company fall down a cliff My advice is if you have an option to fly with anyone else then exercise the option but if you’re flying with different connections and you have a tight schedule do not expect BA to get you to your destination in time,Very Negative
175,175,0.129,0.84,0.03,-0.9747, We started our day with BA in Prague The flight actually left on time I came to find out that’s very unusual We purchased business class seats As you can see from the picture they hardly were business class All they did was block off the middle seat in the first few rows and called it business class Horrible flight In addition I had a really rude rude check in clerk basically yell at me when I excused myself and asked if she could give a little bit of priority to the many business class passengers who weren’t being served Then we got to Heathrow and the real fun began We had a 4 hour delay They gave us about 5 different excuses for the delay I had a few employees walk away while I was asking them questions They were very rude At one point there were no employees left And from the announcements it seems virtually every BA flight was delayed And there were no weather issues There was no place to comfortably store items in business class I’ve never experienced that before Not even a cup holder for my bottle of water The seat controls didn’t work well You had to keep pushing the buttons to get them to do anything The power outlet didn’t work There was no internet the entire flight The overhead luggage bin was too heavy I almost got a hernia having to close it This is a horrible airline I’ll never fly with them again If I could give zero stars I would,Very Negative
174,174,0.066,0.907,0.027,-0.8689,I had a flight from Miami Florida to Dublin Ireland via Londons Heathrow airport The outbound flight from Miami was delayed and we were further delayed when our gate was occupied when we arrived in Heathrow The total delay was roughly an hour but it was enough to make our connection a challenge where we had 73 minutes between original arrival time until the departure time to Dublin When we headed to our connection flight we were stopped by security personnel at a checkpoint and told us that the gate to our connection flight had already closed This was twenty minutes prior to departure time They ushered us to customer service to be rebooked Given the busy weekend of travel we were rebooked on a flight at a different airport and were told that our cost to get there would be reimbursed We then waited 3 hours for our luggage and then took a cab to Londons City Airport The cab fare was roughly 500 When I filed a claim with British Airways they refused the claim and told me that we had plenty of time to make our connecting flight and therefore they denied my claim to be reimbursed for the cab fare This is after I explained that it was British Airways employees who ushered us to rebook the flight despite the 20 minute timeframe to make the connecting flight The person who rebooked us told us it was policy that they close the gate 20 minutes prior to departure I will never fly this awful airline again Given the other feedback on this site it appears that that is the overwhelming sentiment,Very Negative
83,83,0.142,0.811,0.046,-0.9877, My daughter and I were denied boarding on our business class flight from Madrid to Heathrow in March 25 2023 the first leg on our return flight to Victoria Canada No reason was given for the denied boarding by the check in staff at the British Airways counter in Madrid who said they were only agents and told us to call British Airways We were three hours early for the flight and had valid passports After many tries we finally reached British Airways by phone but we were told to call Expedia which had booked the flights Expedia confirmed that we had been bumped from the flight with no explanation as to why Expedia then began a long process of finding alternative flights Over the next 24 hours we had numerous calls with both Expedia and British Airways Incredibly the next available flights were 9 days later on April 3 This was almost unbelievable but after many many tries it was the best we could do Even though these were Business Class tickets Part of the problem was that apparently rules did not allow any changes to routing for any segment of the flight This nine day delay was a major problem for us I had to miss work and my daughter was missing school Further we received no compensation from British Airways no penalty fee and not any reimbursement of our expenses for staying the nine extra days After our return I began the British Airways online complaint process and submitted all supporting documents I received an email reply and a case reference number And then nothing I sent numerous follow up emails and received no replies It is now months later and still I have not heard from British Airways This is shocking and definitely the worst airline service I have received for my thousands of flights over many decades I am a very patient person and this is the first time I have commented on this type of forum I think the public should be made aware of extremely poor customer service at British Airways,Very Negative
77,77,0.144,0.773,0.084,-0.9635,Not    Everything was ok until our connecting flight in London just before take off we were on the runway the pilot came on to announce an engine problem After engineers tried to fix it while we waited on the plane for over an hour we were finally told that we would have to be evacuated and rebooked for another flight but not to worry because a special crew was waiting for us on the ground to help us and set us up in a hotel except that there was no one to help us In fact everyone refused to help us It was Saturday almost 8pm and they just wanted to go home Anyone with a connecting flight couldnt rebook on the application because the app wouldnt disassociate our first flight with the connecting one in London and the staff saw this but still refused to help us They gave us a phone number but there was only a message that said just to use the app Finally I got someone on the phone who rebooked us for the next day Now its 1030pm and I have to find a hotel room because the airline refused also to help us with that So i had 2 choices either sleep in the airport or pay over 700GBP for a room I dont have the money to pay for this but after a 10 hour flight 8 hours of jet lag and the insane stress after the fact that no one from British Airways would help us I took the room Of course I claimed reimbursement but that was over 3 weeks ago and I havent heard anything since so I have no idea when or how much Ill be reimbursed even though Im not claiming any emotional compensation from the horrible situation they put me through due to their total indifference Its financially difficult for me right now because the money I had to put out is equal to half my salary and of course its impossible to reach them by phone I feel still as i did on August 26 2023 completely trapped by them and their indifference with no solution or information,Very Negative
76,76,0.151,0.802,0.047,-0.958, I fly British Airways weekly not because I want to but because they own the route there’s no other option therefore they frankly don’t have to care about the customer The flights are always delayed and it’s always someone else’s fault be it weather delays to incoming aircraft or flight traffic control issues I’ve heard it all and for the life of me cannot understand why they are allowed to operate I’ve been around the world and traveled with all of the world’s airlines but British Airways are really the worst of the worst It’s such a shame to have watched what used to be a good company fall down a cliff My advice is if you have an option to fly with anyone else then exercise the option but if you’re flying with different connections and you have a tight schedule do not expect BA to get you to your destination in time,Very Negative
75,75,0.129,0.84,0.03,-0.9747, We started our day with BA in Prague The flight actually left on time I came to find out that’s very unusual We purchased business class seats As you can see from the picture they hardly were business class All they did was block off the middle seat in the first few rows and called it business class Horrible flight In addition I had a really rude rude check in clerk basically yell at me when I excused myself and asked if she could give a little bit of priority to the many business class passengers who weren’t being served Then we got to Heathrow and the real fun began We had a 4 hour delay They gave us about 5 different excuses for the delay I had a few employees walk away while I was asking them questions They were very rude At one point there were no employees left And from the announcements it seems virtually every BA flight was delayed And there were no weather issues There was no place to comfortably store items in business class I’ve never experienced that before Not even a cup holder for my bottle of water The seat controls didn’t work well You had to keep pushing the buttons to get them to do anything The power outlet didn’t work There was no internet the entire flight The overhead luggage bin was too heavy I almost got a hernia having to close it This is a horrible airline I’ll never fly with them again If I could give zero stars I would,Very Negative
74,74,0.066,0.907,0.027,-0.8689,I had a flight from Miami Florida to Dublin Ireland via Londons Heathrow airport The outbound flight from Miami was delayed and we were further delayed when our gate was occupied when we arrived in Heathrow The total delay was roughly an hour but it was enough to make our connection a challenge where we had 73 minutes between original arrival time until the departure time to Dublin When we headed to our connection flight we were stopped by security personnel at a checkpoint and told us that the gate to our connection flight had already closed This was twenty minutes prior to departure time They ushered us to customer service to be rebooked Given the busy weekend of travel we were rebooked on a flight at a different airport and were told that our cost to get there would be reimbursed We then waited 3 hours for our luggage and then took a cab to Londons City Airport The cab fare was roughly 500 When I filed a claim with British Airways they refused the claim and told me that we had plenty of time to make our connecting flight and therefore they denied my claim to be reimbursed for the cab fare This is after I explained that it was British Airways employees who ushered us to rebook the flight despite the 20 minute timeframe to make the connecting flight The person who rebooked us told us it was policy that they close the gate 20 minutes prior to departure I will never fly this awful airline again Given the other feedback on this site it appears that that is the overwhelming sentiment,Very Negative
72,72,0.158,0.831,0.012,-0.983,One of the worst experiences on the worst airline The flight was delayed due to earlier technical issues The time slipped from 1700 to 2000 to 2200 and finally cancelled There was zero information given Despite paying well over the odds for business class we were booted out of the BA lounge two hours before the flight When it was finally cancelled the BA staff Without explanation told everyone to go to a gate After another hour or so they made us re enter the UK via passport control a further 40 minute wait By now the airport was closing and there was no sign of our bags or any help from BA A passing Gatwick engineer finally helped us locate the bags BA completely washed their hands of us and in contravention of CAA rules refused to find us accommodation Many slept in a bus stop overnight There were people with young children who couldn’t find somewhere to stay and yet BA had closed down and left The following day the replacement flight was also late and due to an admin mistake had no catering or liquids for a 2 12 hr flight Overall the service was shockingly bad the worst I have experienced from any airline I will not ever use them again,Very Negative
71,71,0.201,0.799,0.0,-0.8899,The airplanes and the lounges are worn out old and broken From Dallas to Heathrow multiple first class seating and electronics were non functional and poorly designed The first class seating from Heathrow to Dubrovnik was nothing more than a tray blocking the middle seat of a standard coach ticket Very disappointed,Very Negative
70,70,0.121,0.813,0.066,-0.926, The worst journey in my life The connection time at LHR was only 1 hour but the flight from MXP was on delay I had to rush to change terminal by train and arrived risking a heart attack After that the plane just stayed there for another 40 minutes Despite that upon arrival at SJC my baggage was lost I filled the form and gave to the employee I was not given any receipt so I did not have any reference number BA phone number at SJC simply never answer I called twice the toll free number and realized they did not record the delivery address I had to enter myself online dealing with a shitty website They delivered the baggage three days later I claimed for compensation online as I had to buy clothes and other stuff and I did never get a receipt I was expecting an upgrade for the flight back to MXP but nothing happened neither they allowed me to enter BA lounge at SJC Bad customer service The only positive side was price but obviously this cannot justify this treatment and if I knew  I would never flown by BA Never again,Very Negative
58,58,0.105,0.847,0.048,-0.8395,  The already delayed aircraft landed and apart from the small BA logo on the rear of the fuselage there was no indication as to whom the carrier really was Boarding turned into a farce with passenger groups being told to wait in one queue in order to board only to be informed we were on the wrong place and our boarding wasnt allowed yet The interior cabin was reminiscent of a BA cabin from twenty years earlier except the tight legroom and uncomfortable seating which made a budget airline feel luxurious The crew were not BA but from an unknown charter company Service was slow and as usual choices of food to purchase ran out before theyd reached row 24 I requested a cup of tea which never appeared Thank goodness for my airport purchased water and the tiny offering of pretzels The over officious senior flight attendant whod been facilitating in Club Europe appeared in economy and immediately slammed down the armrests whilst still in mid flight making an already uncomfortable journey feel worse Cattle class was definitely that To say I was happy to land and disembark was an understatement Never again BA never again,Very Negative
57,57,0.15,0.767,0.083,-0.9273,  They downgraded me from business to premium economy They took three months to get back to me and offered me 200 pounds or 400 AUD The difference between business class and premium economy which I never fly is 3000 AUD and the difference between economy and business is 6500 AUD They owe me at least 1500 pounds and to be very fair 3250 pounds The downgrade was insulting and incredibly painful as I had a recent cancer operation and have a back injury which I have pointed out to them  I need to lie down The wait for them to get around to me has been numbing The insult of their offer has been the slap in the face to continue my degradation The people I have dealt with at the airport have been down to earth honest hard working people The actual staff on the plane were warm and friendly  and helpful The systems under which BA operates are some sort of medieval torture,Very Negative
54,54,0.081,0.865,0.055,-0.7932,The customer services call centres etc are atrocious and sometimes callous They just don’t care Long waits to speak to anybody who then have no power to actually solve anything and the calls just cut halfway without resolution anyway If the flights are cancelled as were my original ones you’re really left on your own and nobody cares The onboard services are soso but for short haul it’s now “semilow cost” which is confusing as you never know what to expect This time we were given a bottle of water and a very small snack whilst anything else had to be paid for And yet on some other flights apparently you have to preorder any additional food It’s confusing which makes it not dependable Cabin baggage is in theory generous compared to competitors in economy but then they asked more than half the passengers on this flight to check in the cabin baggage at the gate due to lack of space in the overhead cabins leading to long boarding delays Their whole offering hasn’t been thought through very well  The USB power supply did not work throughout the flight contrary to the announcement that the power be available after the seatbelt sight was turned off  so it was pointless providing the sockets in the first place Not my first choice airline on this route and am just trying to use up most of my Avios points before I totally abandon them I fail to see how it is deemed a 4 star airline,Very Negative
52,52,0.143,0.857,0.0,-0.8885,  I hate British Airways We get to London on Oct 3 and our next flight is cancelled We stand in line with 1200 other people to get it fixed and they tell everyone to leave the airport and call them to fix They book us the next dayvia online Dont offer vouchers for hotel we will miss our tour Now trying to get home from Istanbul Plane is here but should have started loading an hour ago No explanations May miss next flight Will never travel with them again Was this same problem April 2022 flight,Very Negative
51,51,0.096,0.878,0.026,-0.7717,  The flight departed over an hour late due to a late inbound plane The plane was very full and half of the economy class passengers were forced to check in their larger cabin baggage at the gate when boarding making a complete mockery of the hand luggage allowance advertised Lots of passengers on board were stressed out about missing onwards connections due to the delays and some did miss them as their next gates had closed by the time we disembarked at Heathrow Onboard service was ok but minimal   BA gave up being a fullservice airline some time ago More concerning is that trying to get hold of customers services to make changes to bookings and deal with problems was nonexistent The airline seems to make it deliberately hard for its customers to contact it,Very Negative
49,49,0.126,0.834,0.04,-0.9091,  I flew from Istanbul to London in Business class For more than half of the flight a child was watching an iPad very loud with no phones plugged in  it was three rows in front of me and disrupted my flight as I could hear it above my headphones Staff thought this was fine and refused to tell the mom to turn it down Why is this acceptable on a flight especially in business class Has this airline turned into a zoo Are staff given no training in customer service Why is a child allowed to disrupt other passengers When I told the staff she just laughed at me BA customer service is a disgrace Ive not even mentioned the food but it was bad really bad,Very Negative
45,45,0.205,0.758,0.037,-0.9862,Not    Absolutely the worst experience ever  Flew into Heathrow no problem Waited for 5 hours three extra hours for our connection to Porto then the cancelled the flight Scrambled for a hotel and a new flight the next day They routed us through Madrid the next morning That flight was 15 hours late so we missed our connection to Porto Because we missed the connection their fault they cancelled our return flights After two hours on the phone with customer service from the Madrid airport they booked us a new return flight then they made is pay  1300 to fly from Madrid to Porto Then for no reason they cancelled our return flight again After hours and hours and hours with customer service we finally got a return flight five days after our original return flight Meanwhile they lost my wifes luggage We finally got 15 DAYS after they lost it Return flight More problems with our reservations At no point was British Airways helpful They left the onus on us to fix their mistakes at every turn They completely ruined a three week vacation and they dont care They wouldnt even let us speak to a supervisor or manager Awful bordering on passenger abuse,Very Negative
41,41,0.12,0.843,0.037,-0.9583,  1 Ground crew in Heathrow left 60 passengers luggage We had 3 bags 2 The Heathrow ground crew left 1 of ours behind after the 1st two were received the next day 3 The Heathrow ground crew lost our 3rd bag 4 times and we were on the phone with them for over 3 hrs over the course of the week 4 Due to this we had to spend 500 on health and beauty items for my wife on our cruise 5 British Airways said they MIGHT reimburse after 3 months 6 We had to spend 100 in cab fare to Barcelona because the Bacelona ground crew Iberia claimed they had delivered it to us 7 Heathrow ground crew made us 15 minutes late arriving back into Heathrow after our cruise We actually landed 10 minutes early but those incompetent people still were not ready for us 8 The Heathrow ground crew caused us to leave 45 minutes late even though ALL passengers were boarded and ready 15 minutes before the departure time This will probably mean we will miss our connection in Anchorage BA clearly does not care or know how to operate a ground baseshameful BA is a joke and should be embarrassed they cant operate like a normal airline They do not grasp the concept that even a small hiccup can cause mass ripples of chaos to other people,Very Negative
33,33,0.1,0.834,0.066,-0.8042, 5 days before the flight we were advised by BA that it had been cancelled and asked us to rebook There were flights 1 hour before and 1 hour after our original flight but they made us take one 3 hours earlier Our original ticket and the return flight a week later included a checked bag When we arrive at Heathrow to check in we are told our ticket doesnt included a bag and we will have to pay 75 pounds each to take them We explained that the original ticket had the bags and when they checked the system they confirmed that it did but not this one They would make no effort to sort it out and just told us to pay up or they would remove us from the flight So we had no choice but to pay up thinking it should be pretty easy to get a refund 15 months and 10 emails later we have still not seen a penny Every time I ask where my refund is and state how long we have been waiting I get an inane email saying some departments take longer than others to respond  Absolutely hopeless airline to stuff up the booking in the first place and even worse customer service to not even attempt to solve the problem at check in even when they could see the mistake THEY had made in their system compounded by being be unable to investigate a very simple claim and refund me 150 pounds in 15 months,Very Negative
31,31,0.136,0.783,0.081,-0.85, I recently had a delay on British Airways from BRU to LHR that was due to staff shortages They announced that there was a 2 hour holding delay but they would board us immediately in hopes of clearing the gate and leaving early We had to wait the full 2 hours inside the airplane The plane was old dirty had no power at the seats The staff provided a small bag of pretzels and 250ml of water to the passengers for 2 hour delay and 2 hour flight There were no options to purchase food or drink There were no entertainment options available I am a OneWorld emerald elite member but they do not upgrade members based on status First class lounges at Heathrow are overcrowded understaffed and poorly equipped The help desk is completely unhelpful when an error arises with delays and cancellations  even when having the top status The Avios points system has been devalued to near worthlessness and requires fees to book reward that nearly equal the price of the revenue ticket British has lost its way in recent years and has a moved from a worldclass airline to a budget airline with much worse service and timeliness than Ryanair or EasyJet,Very Negative
30,30,0.185,0.744,0.071,-0.9342, 4 Hours before takeoff we received a Mail stating a cryptic message that there are disruptions to be expected as there is a limit on how many planes can leave at the same time So did the capacity of the Heathrow Airport really hit British Airways by surprise 4h before departure Anyhow  we took the one hour delay so what  but then we have been forced to check in our Hand luggage I travel only with hand luggage to avoid waiting for the ultra slow processing of the checked in luggage Overall 2h later at home than planed with really no reason just due to incompetent people Service level far worse then Ryanair and triple the price Really never again Thanks for nothing,Very Negative
